{'batch_size': 32, 'channels_last': False, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adam', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adam', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'step', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'step', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'step', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'onecycle', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'onecycle', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'resnet50', 'optimizer': 'sgd', 'scheduler': 'onecycle', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': None, 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': None, 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'cosine', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'cosine', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'cosine', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'step', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'step', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'step', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'step', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'step', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'step', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'onecycle', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'onecycle', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': False, 'model': 'densenet121', 'optimizer': 'sgd', 'scheduler': 'onecycle', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': None, 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': None, 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'cosine', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'cosine', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'cosine', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'step', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'step', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'step', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adam', 'scheduler': 'onecycle', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': None, 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'cosine', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'step', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'reduce_on_plateau', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'adamw', 'scheduler': 'onecycle', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'sgd', 'scheduler': None, 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.0}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.001}: get_image_paths() takes 0 positional arguments but 1 was given
{'batch_size': 32, 'channels_last': True, 'learning_rate': 0.01, 'mixed_precision': True, 'model': 'efficientnet_b0', 'optimizer': 'sgd', 'scheduler': 'cosine', 'weight_decay': 0.01}: get_image_paths() takes 0 positional arguments but 1 was given
